,score
Unique@0.25IoU,0.7173868417739868
Unique@0.5IoU,0.6552829146385193
Multiple@0.25IoU,0.38023629784584045
Multiple@0.5IoU,0.298007994890213
Overall@0.25IoU,0.4828713536262512
Overall@0.5IoU,0.40402719378471375
